bus,lat,lon,carrier,capacity_mw,sub_id,sub_name,eia_plant_code,eia_county,match_quality,county,load_zone,pv_region,wind_region
12571,29.378097,-94.932773,gas,75.0,999,TEXAS CITY 1,52132.0,Galveston,matched_all,Galveston,houston,,
12572,29.378097,-94.932773,gas,75.0,999,TEXAS CITY 1,52132.0,Galveston,matched_all,Galveston,houston,,
12574,29.2878,-96.0683,gas,31.0,1273,WHARTON 3,56350.0,Wharton,matched_all,Wharton,south,,
12574,29.2878,-96.0683,gas,31.0,1273,WHARTON 3,56350.0,Wharton,matched_all,Wharton,south,,
12575,29.2878,-96.0683,gas,103.0,1273,WHARTON 3,56350.0,Wharton,matched_all,Wharton,south,,
12576,29.2878,-96.0683,gas,103.0,1273,WHARTON 3,56350.0,Wharton,matched_all,Wharton,south,,
12577,29.2878,-96.0683,gas,85.0,1273,WHARTON 3,56350.0,Wharton,matched_all,Wharton,south,,
12578,29.2878,-96.0683,gas,85.0,1273,WHARTON 3,56350.0,Wharton,matched_all,Wharton,south,,
12579,29.2878,-96.0683,gas,85.0,1273,WHARTON 3,56350.0,Wharton,matched_all,Wharton,south,,
12580,29.2878,-96.0683,gas,85.0,1273,WHARTON 3,56350.0,Wharton,matched_all,Wharton,south,,
12583,34.485162,-101.971401,solar,600.0,1274,TULIA 1,,,no match,Swisher,west,NorthWest,
12586,29.013637,-96.220536,solar,600.0,1275,EL CAMPO 1,,,no match,Wharton,south,FarEast,
12588,30.998647,-97.259017,solar,320.0,648,ROGERS,66420.0,Bell,matched_all,Bell,south,CenterEast,
12589,30.998647,-97.259017,battery,259.0,648,ROGERS,66420.0,Bell,matched_all,Bell,south,,
12591,31.461242,-96.824928,battery,51.8,1276,RIESEL 3,65028.0,Falls,matched_all,Falls,north,,
12592,31.461242,-96.824928,solar,500.0,1276,RIESEL 3,65998.0,Falls,matched_fuel,Falls,north,FarEast,
12594,31.171652,-101.881147,wind,50.0,1277,RANKIN 1,62562.0,Upton,matched_all,Upton,west,,West
12594,31.171652,-101.881147,wind,51.1,1277,RANKIN 1,62562.0,Upton,matched_all,Upton,west,,West
12595,31.171652,-101.881147,wind,449.5,1277,RANKIN 1,62562.0,Upton,matched_all,Upton,west,,West
12597,29.4731,-95.6244,gas,204.0,944,RICHMOND 1,55357.0,Fort Bend,matched_all,Fort Bend,houston,,
12598,29.4731,-95.6244,gas,167.0,944,RICHMOND 1,55357.0,Fort Bend,matched_all,Fort Bend,houston,,
12599,29.4731,-95.6244,gas,167.0,944,RICHMOND 1,55357.0,Fort Bend,matched_all,Fort Bend,houston,,
12602,32.403056,-97.700556,battery,260.0,1278,GRANBURY 4,8063.0,Hood,matched_all,Hood,north,,
12603,32.403056,-97.700556,gas,69.0,1278,GRANBURY 4,8063.0,Hood,matched_fuel,Hood,north,,
12604,32.403056,-97.700556,gas,69.0,1278,GRANBURY 4,8063.0,Hood,matched_fuel,Hood,north,,
12605,32.403056,-97.700556,gas,68.0,1278,GRANBURY 4,8063.0,Hood,matched_fuel,Hood,north,,
12606,32.403056,-97.700556,gas,68.0,1278,GRANBURY 4,8063.0,Hood,matched_fuel,Hood,north,,
12609,31.79261,-100.69729,wind,525.0,1279,ROBERT LEE 1,63209.0,Coke,matched_all,Coke,west,,West
12610,29.257046,-98.384045,gas,190.0,797,SAN ANTONIO 22,7512.0,Bexar,matched_all,Bexar,south,,
12611,29.257046,-98.384045,gas,164.0,797,SAN ANTONIO 22,7512.0,Bexar,matched_all,Bexar,south,,
12612,29.257046,-98.384045,gas,164.0,797,SAN ANTONIO 22,7512.0,Bexar,matched_all,Bexar,south,,
12614,30.558,-98.3721,gas,180.0,728,HORSESHOE BAY,4937.0,Llano,matched_all,Llano,south,,
12615,30.558,-98.3721,gas,168.0,728,HORSESHOE BAY,4937.0,Llano,matched_all,Llano,south,,
12616,30.558,-98.3721,gas,168.0,728,HORSESHOE BAY,4937.0,Llano,matched_all,Llano,south,,
12619,34.913,-102.2706,solar,515.0,1280,DAWN 1,,,no match,Deaf Smith,west,NorthWest,
12622,30.1478,-97.2714,gas,172.0,1281,BASTROP 1,55154.0,Bastrop,matched_all,Bastrop,south,,
12623,30.1478,-97.2714,gas,169.0,1281,BASTROP 1,55154.0,Bastrop,matched_all,Bastrop,south,,
12624,30.1478,-97.2714,gas,169.0,1281,BASTROP 1,55154.0,Bastrop,matched_all,Bastrop,south,,
12626,27.8139,-97.4283,gas,173.0,338,CORPUS CHRISTI 14,55206.0,Nueces,matched_all,Nueces,south,,
12627,27.8139,-97.4283,gas,173.0,338,CORPUS CHRISTI 14,55206.0,Nueces,matched_all,Nueces,south,,
12628,27.8139,-97.4283,gas,160.0,338,CORPUS CHRISTI 14,3441.0,Nueces,matched_all,Nueces,south,,
12631,30.91,-101.263,wind,500.6,1282,OZONA 1,64710.0,Crockett,matched_all,Crockett,west,,West
12634,34.4067,-101.59661,solar,500.0,1283,KRESS 1,64233.0,Swisher,matched_all,Swisher,west,NorthWest,
12635,29.122,-96.276,solar,500.0,950,EL CAMPO,64927.0,Wharton,matched_all,Wharton,south,FarEast,
12638,33.119213,-98.852577,wind,500.0,1284,GRAHAM 1,65763.0,Young,matched_all,Young,west,,West
12641,29.02939,-96.2362,battery,500.0,1285,EL CAMPO 2,,,no match,Wharton,south,,
12643,26.34172,-98.175759,gas,177.0,310,MCALLEN 1,55545.0,Hidalgo,matched_all,Hidalgo,south,,
12644,26.34172,-98.175759,gas,159.0,310,MCALLEN 1,55545.0,Hidalgo,matched_all,Hidalgo,south,,
12645,26.34172,-98.175759,gas,157.0,310,MCALLEN 1,55545.0,Hidalgo,matched_all,Hidalgo,south,,
12647,31.262546,-99.843961,wind,491.6,222,EDEN,62853.0,Concho,matched_all,Concho,west,,West
12649,29.8161,-95.10773,gas,85.5,929,HOUSTON 9,50815.0,Harris,matched_all,Harris,houston,,
12650,29.8161,-95.10773,gas,68.2,929,HOUSTON 9,60460.0,Harris,matched_all,Harris,houston,,
12651,29.8161,-95.10773,gas,66.6,929,HOUSTON 9,60460.0,Harris,matched_all,Harris,houston,,
12652,29.8161,-95.10773,gas,66.2,929,HOUSTON 9,60460.0,Harris,matched_all,Harris,houston,,
12653,29.8161,-95.10773,gas,65.9,929,HOUSTON 9,60460.0,Harris,matched_all,Harris,houston,,
12654,29.8161,-95.10773,gas,65.1,929,HOUSTON 9,60460.0,Harris,matched_all,Harris,houston,,
12655,29.8161,-95.10773,gas,64.4,929,HOUSTON 9,60460.0,Harris,matched_all,Harris,houston,,
12657,31.5481,-99.1872,solar,320.0,171,RICHLAND SPRINGS,64859.0,Brown,matched_all,Brown,north,CenterEast,
12658,31.5481,-99.1872,battery,160.0,171,RICHLAND SPRINGS,64859.0,Brown,matched_location,Brown,north,,
12661,32.883528,-100.746389,solar,320.0,1286,SNYDER 3,65644.0,Scurry,matched_all,Scurry,west,CenterWest,
12662,32.883528,-100.746389,battery,160.0,1286,SNYDER 3,65644.0,Scurry,matched_location,Scurry,west,,
12665,32.901081,-100.982695,solar,320.0,1287,SNYDER 4,65645.0,Scurry,matched_all,Scurry,west,CenterWest,
12666,32.901081,-100.982695,battery,160.0,1287,SNYDER 4,65696.0,Scurry,matched_fuel,Scurry,west,,
12668,31.8414,-102.315,gas,98.1,1,ODESSA 2,56349.0,Ector,matched_all,Ector,west,,
12669,31.8414,-102.315,gas,98.1,1,ODESSA 2,56349.0,Ector,matched_all,Ector,west,,
12670,31.8414,-102.315,gas,70.0,1,ODESSA 2,56349.0,Ector,matched_fuel,Ector,west,,
12671,31.8414,-102.315,gas,70.0,1,ODESSA 2,56349.0,Ector,matched_fuel,Ector,west,,
12672,31.8414,-102.315,gas,68.0,1,ODESSA 2,56349.0,Ector,matched_fuel,Ector,west,,
12673,31.8414,-102.315,gas,68.0,1,ODESSA 2,56349.0,Ector,matched_fuel,Ector,west,,
12675,33.39167,-95.42519,solar,471.0,94,PATTONVILLE,64347.0,Lamar,matched_all,Delta,north,FarEast,
12677,33.169139,-99.266006,wind,350.2,703,THROCKMORTON,64164.0,Throckmorton,matched_all,Throckmorton,west,,West
12678,33.169139,-99.266006,battery,120.0,703,THROCKMORTON,64164.0,Throckmorton,matched_all,Throckmorton,west,,
12680,32.116388,-102.528333,battery,40.0,1288,ANDREWS 1,63255.0,Andrews,matched_all,Andrews,west,,
12681,32.116388,-102.528333,solar,420.0,1288,ANDREWS 1,63255.0,Andrews,matched_all,Andrews,west,FarWest,
12682,28.991289,-95.407481,gas,95.6,1147,FREEPORT 2,52120.0,Brazoria,matched_all,Brazoria,houston,,
12683,28.991289,-95.407481,gas,95.6,1147,FREEPORT 2,52120.0,Brazoria,matched_all,Brazoria,houston,,
12684,28.991289,-95.407481,gas,95.2,1147,FREEPORT 2,52120.0,Brazoria,matched_all,Brazoria,houston,,
12685,28.991289,-95.407481,gas,68.3,1147,FREEPORT 2,52120.0,Brazoria,matched_all,Brazoria,houston,,
12686,28.991289,-95.407481,gas,68.3,1147,FREEPORT 2,52120.0,Brazoria,matched_all,Brazoria,houston,,
12687,31.219444,-102.19222,solar,200.0,25,MCCAMEY 1,62561.0,Upton,matched_all,Upton,west,FarWest,
12688,31.219444,-102.19222,solar,200.0,25,MCCAMEY 1,62561.0,Upton,matched_all,Upton,west,FarWest,
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,Galveston,matched_fuel,Galveston,houston,,
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,Galveston,matched_fuel,Galveston,houston,,
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,Galveston,matched_fuel,Galveston,houston,,
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,Galveston,matched_fuel,Galveston,houston,,
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,Galveston,matched_fuel,Galveston,houston,,
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,Galveston,matched_fuel,Galveston,houston,,
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,Galveston,matched_fuel,Galveston,houston,,
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,Galveston,matched_fuel,Galveston,houston,,
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,Galveston,matched_fuel,Galveston,houston,,
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,Galveston,matched_fuel,Galveston,houston,,
12692,29.0728,-95.745,gas,109.0,1289,OLD OCEAN 1,55015.0,Brazoria,matched_fuel,Brazoria,houston,,
12693,29.0728,-95.745,gas,109.0,1289,OLD OCEAN 1,55015.0,Brazoria,matched_fuel,Brazoria,houston,,
12694,29.0728,-95.745,gas,109.0,1289,OLD OCEAN 1,55015.0,Brazoria,matched_fuel,Brazoria,houston,,
12695,29.0728,-95.745,gas,109.0,1289,OLD OCEAN 1,55015.0,Brazoria,matched_fuel,Brazoria,houston,,
12697,29.33355,-95.82544,solar,430.0,1100,NEEDVILLE,64133.0,Fort Bend,matched_all,Fort Bend,houston,FarEast,
12700,29.378697,-94.943829,gas,142.0,1033,LA MARQUE,52088.0,Galveston,matched_all,Galveston,houston,,
12701,29.378697,-94.943829,gas,92.0,1033,LA MARQUE,52088.0,Galveston,matched_all,Galveston,houston,,
12702,29.378697,-94.943829,gas,92.0,1033,LA MARQUE,52088.0,Galveston,matched_all,Galveston,houston,,
12703,29.378697,-94.943829,gas,92.0,1033,LA MARQUE,52088.0,Galveston,matched_all,Galveston,houston,,
12705,29.943892,-95.531254,gas,204.0,1073,HOUSTON 69,3469.0,Harris,matched_fuel,Harris,houston,,
12706,29.943892,-95.531254,gas,204.0,1073,HOUSTON 69,3469.0,Harris,matched_fuel,Harris,houston,,
12708,32.139,-97.06,solar,405.0,413,MILFORD,66324.0,Hill,matched_fuel,Hill,north,CenterEast,
12710,33.261505,-97.238057,solar,275.0,599,DENTON 6,65271.0,Denton,matched_all,Denton,north,CenterEast,
12711,33.261505,-97.238057,battery,125.0,599,DENTON 6,65271.0,Denton,matched_all,Denton,north,,
12713,31.710422,-96.818676,solar,400.0,511,COOLIDGE,65762.0,Limestone,matched_all,Limestone,north,FarEast,
12716,33.22392,-95.730767,solar,300.0,1290,SULPHUR SPRINGS 1,,,no match,Hopkins,north,FarEast,
12717,33.22392,-95.730767,battery,100.0,1290,SULPHUR SPRINGS 1,,,no match,Hopkins,north,,
12720,32.5557,-101.660063,battery,400.0,1291,GAIL 1,,,no match,Borden,west,,
12722,32.3358,-100.9156,oil,67.0,160,COLORADO CITY,3492.0,Mitchell,matched_fuel,Mitchell,west,,
12723,32.3358,-100.9156,oil,67.0,160,COLORADO CITY,3492.0,Mitchell,matched_fuel,Mitchell,west,,
12724,32.3358,-100.9156,oil,67.0,160,COLORADO CITY,3492.0,Mitchell,matched_fuel,Mitchell,west,,
12725,32.3358,-100.9156,oil,66.0,160,COLORADO CITY,3492.0,Mitchell,matched_fuel,Mitchell,west,,
12726,32.3358,-100.9156,oil,65.0,160,COLORADO CITY,3492.0,Mitchell,matched_fuel,Mitchell,west,,
12727,32.3358,-100.9156,oil,65.0,160,COLORADO CITY,3492.0,Mitchell,matched_fuel,Mitchell,west,,
12729,33.068055,-96.452481,gas,138.0,559,LAVON,3576.0,Collin,matched_all,Collin,north,,
12730,33.068055,-96.452481,gas,107.0,559,LAVON,3576.0,Collin,matched_all,Collin,north,,
12731,33.068055,-96.452481,gas,75.0,559,LAVON,3576.0,Collin,matched_all,Collin,north,,
12732,33.068055,-96.452481,gas,75.0,559,LAVON,3576.0,Collin,matched_all,Collin,north,,
12733,32.926389,-101.647778,wind,211.0,3,O DONNELL 1,57983.0,Borden,matched_all,Borden,west,,West
12734,32.926389,-101.647778,wind,165.0,3,O DONNELL 1,57983.0,Borden,matched_all,Borden,west,,West
12737,33.85245,-99.06509,wind,366.6,1292,ELECTRA 1,64149.0,Wilbarger,matched_all,Wilbarger,west,,West
12739,27.88929,-97.258417,gas,141.0,299,INGLESIDE,55086.0,San Patricio,matched_fuel,San Patricio,south,,
12740,27.88929,-97.258417,gas,140.0,299,INGLESIDE,55086.0,San Patricio,matched_fuel,San Patricio,south,,
12741,27.88929,-97.258417,gas,85.0,299,INGLESIDE,55086.0,San Patricio,matched_all,San Patricio,south,,
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,Harris,matched_all,Harris,houston,,
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,Harris,matched_all,Harris,houston,,
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,Harris,matched_all,Harris,houston,,
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,Harris,matched_all,Harris,houston,,
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,Harris,matched_all,Harris,houston,,
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,Harris,matched_all,Harris,houston,,
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,Harris,matched_all,Harris,houston,,
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,Harris,matched_all,Harris,houston,,
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,Harris,matched_all,Harris,houston,,
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,Harris,matched_all,Harris,houston,,
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,Harris,matched_all,Harris,houston,,
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,Harris,matched_all,Harris,houston,,
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,Harris,matched_all,Harris,houston,,
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,Harris,matched_all,Harris,houston,,
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,Harris,matched_all,Harris,houston,,
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,Harris,matched_all,Harris,houston,,
12745,33.915315,-99.740278,wind,350.3,62,VERNON 2,61402.0,Foard,matched_all,Foard,west,,West
12748,29.159228,-96.141572,solar,350.0,1293,PIERCE 1,66157.0,Wharton,matched_all,Wharton,south,FarEast,
12750,29.263123,-95.258004,solar,350.0,958,LIVERPOOL,65521.0,Brazoria,matched_fuel,Brazoria,houston,FarEast,
12753,33.303497,-101.65722,wind,338.4,1294,WILSON 1,62620.0,Lynn,matched_all,Lynn,west,,West
12756,33.746323,-99.665516,wind,336.0,1295,TRUSCOTT 1,64639.0,Knox,matched_all,Knox,west,,West
12758,33.201315,-95.319229,solar,255.9,1238,MOUNT VERNON,67762.0,Hopkins,matched_location,Hopkins,north,FarEast,
12759,33.201315,-95.319229,battery,72.2,1238,MOUNT VERNON,67762.0,Hopkins,matched_all,Hopkins,north,,
12760,29.822201,-95.219429,gas,61.0,1129,HOUSTON 6,3464.0,Harris,matched_all,Harris,houston,,
12761,29.49233,-94.98483,gas,54.0,932,BACLIFF,63688.0,Galveston,matched_all,Galveston,houston,,
12761,29.49233,-94.98483,gas,54.0,932,BACLIFF,63688.0,Galveston,matched_all,Galveston,houston,,
12761,29.49233,-94.98483,gas,54.0,932,BACLIFF,63688.0,Galveston,matched_all,Galveston,houston,,
12761,29.49233,-94.98483,gas,54.0,932,BACLIFF,63688.0,Galveston,matched_all,Galveston,houston,,
12761,29.49233,-94.98483,gas,54.0,932,BACLIFF,63688.0,Galveston,matched_all,Galveston,houston,,
12761,29.49233,-94.98483,gas,54.0,932,BACLIFF,63688.0,Galveston,matched_all,Galveston,houston,,
12764,32.072844,-96.22393,solar,240.8,1296,CORSICANA 3,66801.0,Navarro,matched_all,Navarro,north,FarEast,
12765,32.072844,-96.22393,battery,73.1,1296,CORSICANA 3,66801.0,Navarro,matched_all,Navarro,north,,
12766,29.228486,-95.427444,solar,313.0,1053,ANGLETON,65372.0,Brazoria,matched_location,Brazoria,houston,FarEast,
12769,33.481551,-95.269247,solar,310.0,72,DEPORT,,,no match,Red River,north,FarEast,
12771,31.819958,-97.517494,solar,310.0,653,CLIFTON 2,67023.0,Hill,matched_fuel,Bosque,north,CenterEast,
12773,28.170179,-97.817507,wind,307.1,339,MATHIS,61343.0,San Patricio,matched_all,San Patricio,south,,Coastal
12775,31.10409,-102.60625,solar,306.0,27,CRANE,67006.0,Pecos,matched_all,Pecos,west,FarWest,
12776,31.091925,-96.69503,coal,153.0,1249,BREMOND,7030.0,Robertson,matched_all,Robertson,north,,
12777,31.091925,-96.69503,coal,152.0,1249,BREMOND,7030.0,Robertson,matched_all,Robertson,north,,
12779,33.457143,-95.667897,solar,202.8,455,COOPER,,,no match,Delta,north,FarEast,
12780,33.457143,-95.667897,battery,101.6,455,COOPER,,,no match,Delta,north,,
12782,29.45566,-95.31001,battery,304.0,1045,MANVEL,65493.0,Brazoria,matched_fuel,Brazoria,houston,,
12785,33.021601,-99.61463,solar,225.0,1297,HASKELL 1,63905.0,Haskell,matched_all,Haskell,west,CenterWest,
12786,33.021601,-99.61463,battery,77.6,1297,HASKELL 1,63905.0,Haskell,matched_all,Haskell,west,,
12789,32.772889,-101.39102,solar,159.0,1298,LAMESA 1,63328.0,Borden,matched_all,Borden,west,CenterWest,
12790,32.772889,-101.39102,solar,143.5,1298,LAMESA 1,63328.0,Borden,matched_all,Borden,west,CenterWest,
12792,31.207988,-101.110787,wind,302.4,32,BIG LAKE,62038.0,Irion,matched_all,Irion,west,,West
12794,31.5481,-98.49491,wind,302.4,449,GOLDTHWAITE 2,64165.0,Mills,matched_all,Mills,north,,North
12797,31.729906,-101.29894,wind,301.3,1299,STERLING CITY 3,65162.0,Sterling,matched_all,Glasscock,west,,West
12799,33.186882,-99.595332,wind,301.0,142,HASKELL,65546.0,Haskell,matched_all,Haskell,west,,West
12800,26.500883,-97.599064,wind,301.0,351,SAN PERLITA,,,no match,Willacy,south,,Coastal
12802,27.576111,-98.905278,wind,150.0,346,BRUNI 1,57260.0,Webb,matched_all,Webb,south,,South
12805,32.069167,-102.585556,gas,150.0,1300,GOLDSMITH 1,58471.0,Ector,matched_all,Ector,west,,
12806,32.069167,-102.585556,gas,150.0,1300,GOLDSMITH 1,58471.0,Ector,matched_all,Ector,west,,
12809,34.196962,-101.381494,wind,300.0,1301,LOCKNEY 1,60087.0,Floyd,matched_all,Floyd,west,,Panhandle
12812,31.181377,-101.318787,wind,300.0,1302,BIG LAKE 1,60987.0,Reagan,matched_all,Reagan,west,,West
12815,33.150904,-101.679188,wind,300.0,1303,TAHOKA 1,61921.0,Lynn,matched_all,Lynn,west,,West
12818,27.614411,-98.7945,wind,300.0,1304,BRUNI 3,61969.0,Webb,matched_all,Duval,south,,South
12821,30.594908,-101.453021,wind,300.0,1305,IRAAN 4,62259.0,Crockett,matched_all,Crockett,west,,West
12824,32.287873,-102.840399,solar,300.0,1306,ANDREWS 2,62755.0,Andrews,matched_all,Andrews,west,FarWest,
12827,31.549868,-96.904072,wind,300.0,1307,MART 1,63100.0,Limestone,matched_all,McLennan,north,,North
12828,33.284418,-95.163557,solar,300.0,1214,MOUNT PLEASANT 2,63194.0,Red River,matched_all,Franklin,north,FarEast,
12830,31.77471,-96.828196,wind,300.0,603,MOUNT CALM,65048.0,Limestone,matched_all,Hill,north,,North
12833,28.4279,-97.4544,solar,300.0,1308,GOLLAD 1,,,no match,Goliad,south,SouthEast,
12836,31.36,-103.33,battery,300.0,1309,PECOS 1,67175.0,Reeves,matched_all,Reeves,west,,
12839,34.72,-102.253333,wind,299.7,1310,HEREFORD 1,59621.0,Deaf Smith,matched_all,Castro,west,,Panhandle
12841,31.85346,-96.624458,wind,299.2,572,DAWSON,65306.0,Navarro,matched_all,Navarro,north,,North
12844,32.28938,-99.291596,wind,293.3,1311,BAIRD 1,62809.0,Callahan,matched_all,Callahan,west,,West
12845,35.653889,-100.538611,wind,288.6,140,MIAMI,58765.0,Roberts,matched_all,Hemphill,non_ercot,,Panhandle
12848,34.511944,-102.051944,wind,288.0,1312,NAZARETH 1,,,no match,Castro,west,,Panhandle
12849,28.650278,-96.539722,gas,143.1,1133,POINT COMFORT 1,56708.0,Calhoun,matched_all,Calhoun,south,,
12850,28.650278,-96.539722,gas,143.1,1133,POINT COMFORT 1,56708.0,Calhoun,matched_all,Calhoun,south,,
12853,29.894053,-97.270537,solar,200.0,1313,ROSANKY 1,,,no match,Bastrop,south,FarEast,
12854,29.894053,-97.270537,battery,80.0,1313,ROSANKY 1,,,no match,Bastrop,south,,
12856,31.2092,-102.2417,wind,278.0,53,MCCAMEY 2,55581.0,Upton,matched_all,Upton,west,,West
12859,28.621959,-97.937625,wind,268.2,313,PETTUS,63738.0,Bee,matched_all,Bee,south,,South
12861,29.227109,-95.430756,gas,44.6,1314,ANGLETON 1,65372.0,Brazoria,matched_fuel,Brazoria,houston,,
12861,29.227109,-95.430756,gas,44.6,1314,ANGLETON 1,65372.0,Brazoria,matched_fuel,Brazoria,houston,,
12861,29.227109,-95.430756,gas,44.6,1314,ANGLETON 1,65372.0,Brazoria,matched_fuel,Brazoria,houston,,
12861,29.227109,-95.430756,gas,44.6,1314,ANGLETON 1,65372.0,Brazoria,matched_fuel,Brazoria,houston,,
12861,29.227109,-95.430756,gas,44.6,1314,ANGLETON 1,65372.0,Brazoria,matched_fuel,Brazoria,houston,,
12861,29.227109,-95.430756,gas,44.6,1314,ANGLETON 1,65372.0,Brazoria,matched_fuel,Brazoria,houston,,
12862,29.364128,-95.435068,gas,44.6,1114,ROSHARON,65373.0,Brazoria,matched_fuel,Brazoria,houston,,
12862,29.364128,-95.435068,gas,44.6,1114,ROSHARON,65373.0,Brazoria,matched_fuel,Brazoria,houston,,
12862,29.364128,-95.435068,gas,44.6,1114,ROSHARON,65373.0,Brazoria,matched_fuel,Brazoria,houston,,
12862,29.364128,-95.435068,gas,44.6,1114,ROSHARON,65373.0,Brazoria,matched_fuel,Brazoria,houston,,
12862,29.364128,-95.435068,gas,44.6,1114,ROSHARON,65373.0,Brazoria,matched_fuel,Brazoria,houston,,
12862,29.364128,-95.435068,gas,44.6,1114,ROSHARON,65373.0,Brazoria,matched_fuel,Brazoria,houston,,
12864,32.3994,-97.4078,gas,163.0,687,CLEBURNE 1,54817.0,Johnson,matched_all,Johnson,north,,
12865,32.3994,-97.4078,gas,104.0,687,CLEBURNE 1,54817.0,Johnson,matched_all,Johnson,north,,
12868,35.093889,-101.326111,wind,265.5,1315,CLAUDE 1,59246.0,Armstrong,matched_all,Armstrong,west,,Panhandle
12870,29.7314,-95.0839,gas,69.0,1141,LA PORTE,55365.0,Harris,matched_all,Harris,houston,,
12871,29.7314,-95.0839,gas,66.0,1141,LA PORTE,55365.0,Harris,matched_all,Harris,houston,,
12872,29.7314,-95.0839,gas,66.0,1141,LA PORTE,55365.0,Harris,matched_all,Harris,houston,,
12873,29.7314,-95.0839,gas,62.0,1141,LA PORTE,55365.0,Harris,matched_all,Harris,houston,,
12874,30.705329,-96.069829,battery,51.6,1239,IOLA,64672.0,Grimes,matched_all,Grimes,north,,
12875,30.705329,-96.069829,solar,210.0,1239,IOLA,64672.0,Grimes,matched_location,Grimes,north,FarEast,
12878,31.70038,-104.458136,solar,260.0,1316,VAN HORN 1,63320.0,Culberson,matched_all,Culberson,west,FarWest,
12881,29.240399,-96.011535,battery,260.0,1317,LANE CITY 1,61875.0,Wharton,matched_location,Wharton,south,,
12884,33.825,-101.099722,wind,257.0,1318,FLOYDADA 1,58766.0,Crosby,matched_all,Crosby,west,,Panhandle
12887,32.437418,-99.108907,wind,256.0,1319,CISCO 1,66902.0,Eastland,matched_all,Eastland,west,,North
12890,28.628,-97.724,solar,255.2,1320,PETTUS 1,,,no match,Goliad,south,SouthEast,
12892,31.165245,-103.125868,solar,255.0,10,GRANDFALLS,62483.0,Pecos,matched_all,Pecos,west,FarWest,
12895,31.030996,-102.488209,solar,255.0,1321,FORT STOCKTON 4,62804.0,Pecos,matched_all,Pecos,west,FarWest,
12896,25.94113,-97.53276,battery,255.0,359,BROWNSVILLE 1,3559.0,Cameron,matched_location,Cameron,south,,
12899,32.863769,-100.975128,wind,253.0,1322,SNYDER 5,60902.0,Scurry,matched_all,Scurry,west,,West
12902,33.320637,-100.982201,solar,252.0,1323,SPUR 1,65654.0,Kent,matched_all,Kent,west,NorthWest,
12904,32.819566,-96.184835,solar,151.0,404,TERRELL 1,,,no match,Kaufman,north,FarEast,
12905,32.819566,-96.184835,battery,100.0,404,TERRELL 1,,,no match,Kaufman,north,,
12907,26.465556,-98.411111,wind,250.0,1324,MCCOOK 1,57617.0,Hidalgo,matched_all,Hidalgo,south,,South
12908,33.345366,-99.624257,wind,250.0,128,ROCHESTER,60901.0,Haskell,matched_all,Haskell,west,,West
12909,31.843422,-102.868295,solar,250.0,1251,IND W TWFV 0,61906.0,Winkler,matched_all,Winkler,west,FarWest,
12911,31.435932,-99.796613,solar,250.0,1325,PAINT ROCK 1,61920.0,Concho,matched_all,Concho,west,CenterWest,
12913,33.25102,-95.193426,solar,250.0,1326,CUNNINGHAM 1,63211.0,Franklin,matched_all,Franklin,north,FarEast,
12915,28.655277,-98.001388,solar,250.0,1327,PAWNEE 1,63840.0,Bee,matched_all,Bee,south,SouthEast,
12917,33.426498,-95.357449,solar,250.0,1328,CUNNINGHAM 2,63883.0,Lamar,matched_all,Lamar,north,FarEast,
12919,32.275814,-102.844806,solar,250.0,1329,ANDREWS 3,64325.0,Andrews,matched_all,Andrews,west,FarWest,
